"FT092" "LD" "3" 47
"FT094" "LD" "3" 60
"FT095" "LD" "3" 74
"FT097" "LD" "3" 59
"FT098" "LD" "3" 60
"FT099" "LD" "3" 65
"FT102" "LD" "3" 67
"FT103" "LD" "3" 60
"FT104" "LD" "3" 61
"FT105" "LD" "3" 64
"FT108" "LD" "3" 52
"FT110" "LD" "3" 61
"FT112" "LD" "3" 62
"FT114" "LD" "3" 59
"FT115" "LD" "3" 58
"FT116" "LD" "3" 69
"FT117" "LD" "3" 57
"FT118" "LD" "3" 66
"FT119" "LD" "3" 63
"FT120" "LD" "3" 65
"FT122" "LD" "3" 54
"FT124" "LD" "3" 61
